mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__colsample_bytree,param_clf__learning_rate,param_clf__max_depth,param_clf__n_estimators,param_clf__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
32.58904538154602,0.8218272124729372,0.03373064994812012,0.015910085840781043,0.8,0.2,5,200,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.2, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.43018429599618935,0.4556130896599362,0.4161571096415738,0.5218979198102229,0.4839012730393899,0.46155073762946247,0.03800268310610368,1,0.8312606547137431,0.8907085138991513,0.8202993572530505,0.9046162875638472,0.9049357217980375,0.870364107045566,0.03692658246610092
17.248659753799437,0.3722910087822921,0.024431943893432617,0.01633767210410535,0.8,0.2,3,200,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.42666807551422936,0.4765808611728441,0.43212180632005437,0.5245547271898582,0.44584800648672124,0.46115469533674147,0.03612218417086166,2,0.75551512943278,0.813776607384274,0.8170784602789858,0.807524468419897,0.8135410072967237,0.8014871345625322,0.02319177045195218
40.32269177436829,1.094782615729375,0.0372678279876709,0.015178340309072287,1.0,0.2,5,200,0.8,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.2, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.4343321815318769,0.4497699183487971,0.4253023936489321,0.50456319527809,0.49070316916596446,0.46093417159473216,0.031278155154616974,3,0.8320236965013188,0.8984515248945926,0.8175026007197059,0.9050630983611406,0.903777863438564,0.8713637567830645,0.03838940371974204
9.683796787261963,0.21821312279740498,0.03010382652282715,0.03576803252677634,0.8,0.2,3,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.4298517845770629,0.449691838681744,0.4254907004352988,0.5157049778075378,0.4830712262052465,0.46076210554137803,0.03417158716322152,4,0.6687908075022578,0.7349854893855491,0.7043104017133116,0.7274919564190928,0.6904445302943296,0.7052046370629081,0.024200211408580332
22.427154350280762,0.41052550199777715,0.03006405830383301,0.02951617478951104,1.0,0.2,5,100,0.8,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.2, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.42942784256559763,0.4779474158539547,0.4190508712196269,0.4890313479005229,0.4856271739431825,0.4602169302965769,0.029775606141160954,5,0.763087048706358,0.8231658803652652,0.7309472980464298,0.8197420525521601,0.806516660582921,0.7886917880506268,0.035945338640938365
39.82201471328735,0.9000867938644946,0.03687396049499512,0.017783526777833077,1.0,0.1,5,200,1.0,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__subsample': 1.0}",0.4303571696203493,0.47503415069204546,0.43164034856435396,0.5250054948232981,0.435175349943624,0.45944250272873416,0.036740758024584166,6,0.7691084245800512,0.8239204911787527,0.7417239909272074,0.8199872112227917,0.8203973847352675,0.7950275005288141,0.033509657489027435
42.38640179634094,0.9990258024822541,0.03497672080993652,0.006893797087739656,1.0,0.2,7,200,0.8,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.2, 'clf__max_depth': 7, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.4227091350264066,0.45492950757567174,0.43910479552322496,0.49859495080083316,0.480012600118071,0.4590701978088415,0.02734476112260378,7,0.8556016771822132,0.9252141542164374,0.8429163520271902,0.9323449645902111,0.9344201250702039,0.8980994546172513,0.040195494494277374
17.971011304855345,0.5995218748459967,0.017421865463256837,0.007603683096300135,0.8,0.2,5,100,1.0,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.2, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.43045991970178366,0.461334634203556,0.4303455020892635,0.5204518085916474,0.45182002069316274,0.4588823770558827,0.03307226831366613,8,0.7668368534589312,0.8159071128828705,0.7414131746036872,0.8168188098690838,0.8119301115781021,0.790581212478535,0.03087678342896705
9.970430755615235,0.18707774620104978,0.030762243270874023,0.01762709175594783,0.8,0.2,3,100,0.8,"{'clf__colsample_bytree': 0.8, 'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.43453607023952295,0.47041902263143714,0.42764306426743415,0.5146243171368443,0.44698876372332186,0.45884224759971204,0.031465363117099195,9,0.6644019796463594,0.7303599546726063,0.7010914028991551,0.7301565050553318,0.6981908939436028,0.7048401472434112,0.024436405612508774
42.15332818031311,0.85472393252413,0.031937456130981444,0.013014468286618194,1.0,0.1,5,200,0.8,"{'clf__colsample_bytree': 1.0, 'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.42428568978527814,0.4776458409450737,0.42006175140207624,0.5281824261750517,0.4415229885057471,0.4583397393626454,0.04039408923047324,10,0.7635574496034244,0.8177900447614462,0.7427129387848416,0.8184957630170095,0.8109260004761231,0.7906964393285689,0.03148028616401429
